	ComplexName	UniProtIDs	GeneNames
162	SWI-SNF chromatin remodeling-related-BRCA1 complex	P38398;O14497;P51532;Q92925;O96019;P51531;Q969G3;Q92922;Q12824;Q8TAQ2	BRCA1;ARID1A;SMARCA4;SMARCD2;ACTL6A;SMARCA2;SMARCE1;SMARCC1;SMARCB1;SMARCC2
163	Sin3-Hdac1-Sds3 complex	Q8BR65;Q62141;O09106	Suds3;Sin3b;Hdac1
164	BRCA1-CTIP-ZBRK1 repressor complex	P38398;Q9GZX5;Q99708	BRCA1;ZNF350;RBBP8
165	BRCA1-BACH1 complex	Q9BX63;P38398	BRIP1;BRCA1
166	RalBP1-CDC2-CCNB1 complex	P06493;Q15311;P14635	CDK1;RALBP1;CCNB1
167	BRAFT complex	O15287;Q13472;Q9NPI8;O15360;Q00597;P54132;P40692;Q9NW38;Q9HB96;P15927;P27694;Q9H9A7;P35244	FANCG;TOP3A;FANCF;FANCA;FANCC;BLM;MLH1;FANCL;FANCE;RPA2;RPA1;RMI1;RPA3
168	BLM complex III	P40692;Q13472;Q9H9A7;P54132	MLH1;TOP3A;RMI1;BLM
169	RalBP1-CCNB1-AP2A-NUMB-EPN1 complex	P49757;Q9Y6I3;O95782;P14635;Q15311	NUMB;EPN1;AP2A1;CCNB1;RALBP1
170	BRAFT complex	O15287;Q13472;Q9NPI8;O15360;Q00597;P54132;Q9NW38;Q9HB96;P15927;P27694;P35244	FANCG;TOP3A;FANCF;FANCA;FANCC;BLM;FANCL;FANCE;RPA2;RPA1;RPA3
171	Caspase-2-TRAF2-RIP1 complex	P29594;Q62172;P39429	Casp2;Ralbp1;Traf2
172	BCDX2 complex	O43543;O15315;O43502;O75771	XRCC2;RAD51B;RAD51C;RAD51D
173	RAD51C-XRCC3 complex	O43502;O43542	RAD51C;XRCC3
174	TBPIP/HOP2-MND1 complex	Q9BWT6;Q9P2W1	MND1;PSMC3IP
175	RAD51B-RAD51C complex	O15315;O43502	RAD51B;RAD51C
176	Hop2-Mnd1 complex	Q8K396;O35047	Mnd1;Psmc3ip
177	RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	O15315;O43502;O43543;O75771;O43542	RAD51B;RAD51C;XRCC2;RAD51D;XRCC3
178	R/M complex (RAD50-MRE11 complex)	Q92878;P49959	RAD50;MRE11
179	ATR-ATRIP complex	Q8WXE1;Q13535	ATRIP;ATR
180	RAD17-RFC complex	P35249;O75943;P40938;P35250;P40937	RFC4;RAD17;RFC3;RFC2;RFC5
181	Dysbindin-pallidin-muted-beta-dystrobrevin complex	Q9R0C0;Q8R015;O70585;Q91WZ8	Bloc1s6;Bloc1s5;Dtnb;Dtnbp1
182	9-1-1-RAD17-RFC complex	P35249;O60921;O75943;Q99638;P40938;O60671;P35250;P40937	RFC4;HUS1;RAD17;RAD9A;RFC3;RAD1;RFC2;RFC5
183	RFC complex	P35249;P35251;P40938;P35250;P40937	RFC4;RFC1;RFC3;RFC2;RFC5
184	RFC core complex	P35249;P35250;P40937	RFC4;RFC2;RFC5
185	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P26583;P30101;P04406;P11142;P09429	HMGB2;PDIA3;GAPDH;HSPA8;HMGB1
186	SNF2h-cohesin-NuRD complex	O94776;Q8WVM7;Q9UBB5;Q9UQE7;Q9NRL2;Q09028;Q12873;Q14683;O60264;O95983;Q13547;Q16576;Q8N3U4;Q13330;Q92769;O60216	MTA2;STAG1;MBD2;SMC3;BAZ1A;RBBP4;CHD3;SMC1A;SMARCA5;MBD3;HDAC1;RBBP7;STAG2;MTA1;HDAC2;RAD21
187	CRSP complex	O60244;O95402;O43513;Q9ULK4;Q71SY5;Q15648;O75448;Q9NVC6;Q96RN5;O75586;Q13503	MED14;MED26;MED7;MED23;MED25;MED1;MED24;MED17;MED15;MED6;MED21
188	PCNA-MLH1-PMS1 complex	P40692;P12004;P54277	MLH1;PCNA;PMS1
189	PCNA-MSH2-MSH6 complex	P52701;P12004;P43246	MSH6;PCNA;MSH2
190	ARC-L complex	O60244;O43513;Q9ULK4;Q13503;Q93074;Q71SY5;Q15648;O75448;Q9NVC6;Q96RN5;P49336;O75586;Q9UHV7;P24863	MED14;MED7;MED23;MED21;MED12;MED25;MED1;MED24;MED17;MED15;CDK8;MED6;MED13;CCNC
191	ARC complex	O60244;O95402;O43513;Q9ULK4;Q13503;Q93074;Q71SY5;Q15648;O75448;Q9NVC6;Q96RN5;P49336;O75586;Q9UHV7;P24863	MED14;MED26;MED7;MED23;MED21;MED12;MED25;MED1;MED24;MED17;MED15;CDK8;MED6;MED13;CCNC
192	DNA polymerase delta complex	O35654;Q9CWP8;Q9EQ28;P52431	Pold2;Pold4;Pold3;Pold1
193	PCNA-DNA ligase complex	O35654;P17918;P37913;Q9EQ28	Pold2;Pcna;Lig1;Pold3
194	PCNA-DNA polymerase delta complex	Q15054;Q9HCU8;P49005;P12004;P28340	POLD3;POLD4;POLD2;PCNA;POLD1
195	VEGF transcriptional complex	Q16665;Q99966;P40763;P27695	HIF1A;CITED1;STAT3;APEX1
196	IRF3-CBP complex	Q99966;Q14653	CITED1;IRF3
197	PC2 complex	O60244;O43513;Q6P2C8;O75448;Q9NVC6;Q9Y2W1;Q9Y2X0;O75586;Q9H944;Q9Y3C7;Q13503;Q9BTT4	MED14;MED7;MED27;MED24;MED17;THRAP3;MED16;MED6;MED20;MED31;MED21;MED10
198	SMCC complex	O60244;Q9Y3C7;O43513;Q13503;Q93074;Q6P2C8;Q15648;O75448;Q9NVC6;Q9Y2W1;Q9Y2X0;P49336;O75586;Q9H944;Q9UHV7;P24863;Q9BTT4	MED14;MED31;MED7;MED21;MED12;MED27;MED1;MED24;MED17;THRAP3;MED16;CDK8;MED6;MED20;MED13;CCNC;MED10
199	INO80 chromatin remodeling complex	Q8NBZ0;Q53TQ3;Q9ULG1;Q6P4R8;Q9H981;Q9Y230;O96019;Q9H9F9;Q6PI98;Q9C086;Q9Y265;Q96EZ8;P15923	INO80E;INO80D;INO80;NFRKB;ACTR8;RUVBL2;ACTL6A;ACTR5;INO80C;INO80B;RUVBL1;MCRS1;TCF3
200	SRCAP-associated chromatin remodeling complex	Q96CJ1;O43257;Q6ZRS2;Q9GZN1;Q9Y230;O96019;P0C0S5;Q9Y265;Q15906;O95619	EAF2;ZNHIT1;SRCAP;ACTR6;RUVBL2;ACTL6A;H2AZ1;RUVBL1;VPS72;YEATS4
201	Ribosome, cytoplasmic	P46779;P62269;P62750;P62910;P27635;P61247;P39019;P62273;P61254;P05386;P62906;P49207;P62857;P62899;P46781;P61313;P61927;Q07020;P05388;P63173;P62917;P26373;P84098;P62841;P15880;P62266;P62241;P46778;P46783;P62854;P83731;P30050;P08865;P05387;P42677;P62891;P62851;P62847;P62424;P62987;P50914;P22090;P39023;P62277;P62701;P36578;P42766;P47914;P08708;P32969;P62979;P62249;P61353;P62244;P25398;P62913;P23396;P46777;P35268;P62861;P60866;Q02878;P18077;P62081;P63220;P62888;P18621;P46776;P62263;P62753;P62280;P46782;P61513;P62945;Q9Y3U8;P40429;P62829;P83881;Q02543;P18124	RPL28;RPS18;RPL23A;RPL32;RPL10;RPS3A;RPS19;RPS29;RPL26;RPLP1;RPL10A;RPL34;RPS28;RPL31;RPS9;RPL15;RPL37;RPL18;RPLP0;RPL38;RPL8;RPL13;RPL19;RPS15;RPS2;RPS23;RPS8;RPL21;RPS10;RPS26;RPL24;RPL12;RPSA;RPLP2;RPS27;RPL39;RPS25;RPS24;RPL7A;UBA52;RPL14;RPS4Y1;RPL3;RPS13;RPS4X;RPL4;RPL35;RPL29;RPS17;RPL9;RPS27A;RPS16;RPL27;RPS15A;RPS12;RPL11;RPS3;RPL5;RPL22;FAU;RPS20;RPL6;RPL35A;RPS7;RPS21;RPL30;RPL17;RPL27A;RPS14;RPS6;RPS11;RPS5;RPL37A;RPL41;RPL36;RPL13A;RPL23;RPL36A;RPL18A;RPL7
202	Epithelial utrophin-associated protein complex	Q61235;O70585;O08614	Sntb2;Dtnb;Utrn
203	60S ribosomal subunit, cytoplasmic	P35268;Q07020;P05388;P63173;P46779;P18077;P62917;Q02878;P62424;P62750;P26373;P62987;P84098;P50914;P62910;P27635;P39023;P62888;P46776;P18621;P36578;P42766;P47914;P61254;P05386;P62906;P46778;P32969;P49207;P61513;P62945;P61353;P83731;P30050;Q9Y3U8;P40429;P62829;P62899;P05387;P61313;P62891;P83881;P61927;P62913;Q02543;P18124;P46777	RPL22;RPL18;RPLP0;RPL38;RPL28;RPL35A;RPL8;RPL6;RPL7A;RPL23A;RPL13;UBA52;RPL19;RPL14;RPL32;RPL10;RPL3;RPL30;RPL27A;RPL17;RPL4;RPL35;RPL29;RPL26;RPLP1;RPL10A;RPL21;RPL9;RPL34;RPL37A;RPL41;RPL27;RPL24;RPL12;RPL36;RPL13A;RPL23;RPL31;RPLP2;RPL15;RPL39;RPL36A;RPL37;RPL11;RPL18A;RPL7;RPL5
204	RC complex	P33609;Q3UI84;P33610;Q2TBV1;P35601;Q9WUK4;P28339;Q58D13;P20664;P49004;Q9D0F6	Pola1;Rfc4;Prim2;RFC3;Rfc1;Rfc2;POLD1;POLA2;Prim1;POLD2;Rfc5
205	Cell cycle kinase complex CDC2	O95067;P12004;P38936;P14635;P06493;P24385	CCNB2;PCNA;CDKN1A;CCNB1;CDK1;CCND1
206	Cell cycle kinase complex CDK2	P12004;P24941;P24385;P38936	PCNA;CDK2;CCND1;CDKN1A
207	Cell cycle kinase complex CDK4	P11802;P12004;P24385;P38936	CDK4;PCNA;CCND1;CDKN1A
208	Cell cycle kinase complex CDK5	Q00535;P30281;P12004;P38936;P24385	CDK5;CCND3;PCNA;CDKN1A;CCND1
209	PCNA-p21 complex	P12004;P38936	PCNA;CDKN1A
210	28S ribosomal subunit, mitochondrial	O15235;P82909;P82932;Q92665;P82664;Q9Y2Q9;Q96EL2;Q9Y3D9;Q9NP92;Q9Y399;P51398;Q9Y291;Q9NVS2;P82650;P82933;Q9Y676;P82930;Q9Y3D3;P82914;P82912;Q9Y3D5;P82673;P82663;Q9Y2R9;O60783;P82675;Q9BYN8;Q92552;Q9Y2R5;P82921	MRPS12;MRPS36;MRPS6;MRPS31;MRPS10;MRPS28;MRPS24;MRPS23;MRPS30;MRPS2;DAP3;MRPS33;MRPS18A;MRPS22;MRPS9;MRPS18B;MRPS34;MRPS16;MRPS15;MRPS11;MRPS18C;MRPS35;MRPS25;MRPS7;MRPS14;MRPS5;MRPS26;MRPS27;MRPS17;MRPS21
211	Dystrophin associated complex DPC (Dmd, Dtnb), brain-derived	P11530;P84060	Dmd;Dtnb
212	Dystrobrevin-syntrophin complex, brain-derived	Q9D2N4;P11531;Q61234;O70585	Dtna;Dmd;Snta1;Dtnb
213	55S ribosome, mitochondrial	Q9BYD6;Q96DV4;Q9NX20;Q9NYK5;Q13405;Q9Y399;P51398;Q9BZE1;Q9NZE8;P82933;P83111;Q9Y3D3;P82914;Q9H0U6;Q9Y3D5;Q16540;Q9Y2R9;Q9H2W6;O60783;O15235;P82932;Q13084;Q9BYC9;Q9Y6G3;Q92665;Q96A35;O75394;Q9Y3D9;Q8TCC3;Q9NP92;Q9Y291;Q96EL3;P82650;Q7Z7F7;P52815;Q4U2R6;P09001;P82912;P82675;Q5T653;Q9P0J6;P82664;Q7Z2W9;Q9BYD2;Q86TS9;Q9NRX2;Q9BYD1;P49406;Q9Y676;Q9HD33;Q9BRJ2;Q96GC5;P82663;Q9Y2R5;Q6P161;P82921;P82909;Q9P015;Q9Y3B7;Q9Y2Q9;Q96EL2;Q9H9J2;Q8N983;Q9NWU5;Q9BQ48;Q9NVS2;Q7Z7H8;P82930;Q6P1L8;Q8IXM3;Q8N5N7;P82673;Q9P0M9;Q9NQ50;Q9BYN8;Q92552;Q9BYD3;Q9BYC8	MRPL1;MRPL38;MRPL16;MRPL39;MRPL49;MRPS2;DAP3;MRPL37;MRPL35;MRPS9;LACTB;MRPS16;MRPS15;MRPL18;MRPS18C;MRPL23;MRPS7;MRPL46;MRPS14;MRPS12;MRPS6;MRPL28;MRPL20;MRPL42;MRPS31;MRPL24;MRPL33;MRPS23;MRPL30;MRPS30;MRPS33;MRPL53;MRPS22;MRPL55;MRPL12;MRPL51;MRPL3;MRPS11;MRPS5;MRPL2;MRPL36;MRPS10;MRPL21;MRPL9;MRPL52;MRPL17;MRPL13;MRPL19;MRPS18B;MRPL47;MRPL45;MRPL48;MRPS25;MRPS17;MRPL54;MRPS21;MRPS36;MRPL15;MRPL11;MRPS28;MRPS24;MRPL44;MRPL43;MRPL22;MRPL34;MRPS18A;MRPL10;MRPS34;MRPL14;MRPL41;MRPL50;MRPS35;MRPL27;MRPL40;MRPS26;MRPS27;MRPL4;MRPL32
214	p27-cyclinD2-Cdk4 complex	U6DFJ8;P46529;U6CRY6	CCND2;CDKN1B;CDK4
215	DNA-PK-Ku complex	P78527;P12956;P13010	PRKDC;XRCC6;XRCC5
216	39S ribosomal subunit, mitochondrial	Q5T653;Q13084;Q9P0J6;Q9BYC9;Q9Y6G3;Q9P015;Q96A35;Q9BYD6;Q9Y3B7;Q7Z2W9;O75394;Q9BYD2;Q96DV4;Q9NX20;Q9NYK5;Q13405;Q8TCC3;Q9H9J2;Q86TS9;Q8N983;Q9NRX2;Q9NWU5;Q9BQ48;Q9BYD1;Q96EL3;Q9BZE1;Q9NZE8;Q7Z7H8;Q7Z7F7;P83111;P49406;Q9HD33;P52815;Q4U2R6;Q6P1L8;Q9BRJ2;Q8IXM3;P09001;Q96GC5;Q9H0U6;Q8N5N7;Q9P0M9;Q16540;Q9H2W6;Q9NQ50;Q6P161;Q9BYD3;Q9BYC8	MRPL2;MRPL28;MRPL36;MRPL20;MRPL42;MRPL15;MRPL24;MRPL1;MRPL11;MRPL21;MRPL33;MRPL9;MRPL38;MRPL16;MRPL39;MRPL49;MRPL30;MRPL44;MRPL52;MRPL43;MRPL17;MRPL22;MRPL34;MRPL13;MRPL53;MRPL37;MRPL35;MRPL10;MRPL55;LACTB;MRPL19;MRPL47;MRPL12;MRPL51;MRPL14;MRPL45;MRPL41;MRPL3;MRPL48;MRPL18;MRPL50;MRPL27;MRPL23;MRPL46;MRPL40;MRPL54;MRPL4;MRPL32
217	Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta	P82348;P82349;Q8BX51;P82347	Sgcg;Sgcb;Sgcz;Sgcd
218	Smooth muscle sarcoglycan complex SGC, beta-delta-zeta	Q8BX51;P82349;P82347	Sgcz;Sgcb;Sgcd
219	Ku antigen complex	P12956;P13010	XRCC6;XRCC5
220	PSF-p54(nrb) complex	P23246;Q15233	SFPQ;NONO
221	Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma	P82348;O70258;P82349;P82350	Sgcg;Sgce;Sgcb;Sgca
222	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82348;P82349;P82347;P82350	Sgcg;Sgcb;Sgcd;Sgca
223	Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta	P82348;O70258;P82349;P82347	Sgcg;Sgce;Sgcb;Sgcd
224	p54(nrb)-PSF-matrin3 complex	P23246;P43243;Q15233	SFPQ;MATR3;NONO
225	DNA ligase IV-XRCC4-AHNK complex	Q13426;Q09666;P49917	XRCC4;AHNAK;LIG4
226	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P82348;P82349;P82347;P11531;Q61234;P82350	Sgcg;Sgcb;Sgcd;Dmd;Snta1;Sgca
227	40S ribosomal subunit, cytoplasmic	P62847;P62861;P60866;P62269;P62081;P61247;P63220;P62841;P39019;P62277;P62701;P15880;P62263;P62273;P62753;P08708;P62266;P62241;P62280;P46782;P62979;P62249;P46783;P62854;P62244;P62857;P25398;P46781;P08865;P62851;P23396	RPS24;FAU;RPS20;RPS18;RPS7;RPS3A;RPS21;RPS15;RPS19;RPS13;RPS4X;RPS2;RPS14;RPS29;RPS6;RPS17;RPS23;RPS8;RPS11;RPS5;RPS27A;RPS16;RPS10;RPS26;RPS15A;RPS28;RPS12;RPS9;RPSA;RPS25;RPS3
228	Smooth muscle dystroglycan complex	G1T315;Q28635;P82352;G1T8R3;Q28646;Q28685;G1SGL0	SGCE;SGCB;SSPN;UTRN;Q28646;DAG1;SGCD
229	Dystrophin-glycoprotein complex DGC, skeletal muscle	Q28626;Q28686;Q28635;P82352;P11531;Q28646;Q28685;G1SGL0	SNTA1;SGCA;SGCB;SSPN;Dmd;Q28646;DAG1;SGCD
230	Dystrophin-glycoprotein complex DGC, skeletal muscle	Q28686;Q28635;P82352;P11531;Q28646;Q28685;G1SGL0	SGCA;SGCB;SSPN;Dmd;Q28646;DAG1;SGCD
231	Skeletal muscle sarcoglycan-sarcospan complex SG-SPN	Q28686;Q28635;P82352;Q28646;G1SGL0	SGCA;SGCB;SSPN;Q28646;SGCD
232	DNA ligase IV-XRCC4 complex	Q13426;P49917	XRCC4;LIG4
233	Sarcoglycan-sarcospan-dystroglycan complex	P82348;Q62165;P82349;P82347;Q62147;P82350	Sgcg;Dag1;Sgcb;Sgcd;Sspn;Sgca
234	Sarcoglycan-sarcospan-complex SG-SPN	P82348;P82349;P82347;Q62147;P82350	Sgcg;Sgcb;Sgcd;Sspn;Sgca
235	DNA ligase IV-XRCC4 complex	Q13426;P49917	XRCC4;LIG4
236	Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex	P82348;Q9D2N4;Q62147;P82349;P82347;Q99L88;Q61234;P82350	Sgcg;Dtna;Sspn;Sgcb;Sgcd;Sntb1;Snta1;Sgca
237	DNA ligase IV-XRCC4-PNK complex	Q13426;P49917;Q96T60	XRCC4;LIG4;PNKP
238	Spliceosome	O00425;Q9UK45;Q9BZJ0;Q9Y2W2;P09661;P09012;O00571;P08621;P62316;Q12874;P17844;Q01130;Q9Y5B6;Q14562;Q15428;Q96T37;Q9UBB9;Q86W42;P11940;P52298;Q15007;O75643;Q15427;Q8WVK2;Q96DF8;Q9NYV4;O43143;O75533;Q15637;Q9ULR0;P26368;Q86V81;O14776;Q15459;P84103;Q01081;Q13769;Q15287;Q9P013;O75937;O75940;O15042;P42285;P62306;P38919;P62995;Q9HCE1;Q92620;P62308;Q9HCS7;P55081;O43290;Q53GS9;Q8WWY3;Q13242;Q9UKV3;Q96I25;O43172;Q96T58;P08579;P61326;O95232;Q13435;Q16630;P62314;Q08211;O43660;Q9UNP9;Q05519;O60508;Q9NW64;P49756;Q9Y333;O95926;O95400;Q9BUQ8;Q92841;Q9Y6A4;O95391;Q13123;Q8WUQ7;Q14498;O75934;O60231;Q15029;Q9UHX1;P62310;Q2TAY7;O43395;Q9UJV9;Q15393;Q99459;O15355;Q6I9Y2;Q08170;Q96DI7;Q07955;O60306;Q13356;O94906;Q69YN4;P83876;Q9HCG8;Q4ZG51;Q8WYA6;Q96J01;O43447;Q9BQ61;Q16629;P14678;Q13573;Q13243;O75400;Q14011;Q9Y4Z0;P55769;Q96FV9;Q9Y5S9;Q6P2Q9;Q8NI27;P62312;Q96BP3;O43809;Q8IYB3;O43670;Q9UMS4;Q9Y3C6;P09234;P62304;Q9BRD0;Q9BXP5;Q7L014;Q99633;P41223;P62318;Q13247;Q13838;Q13523;O43719;Q9UQ35;Q9Y3B4;Q9H2H8;Q09161	IGF2BP3;LSM7;CRNKL1;WBP11;SNRPA1;SNRPA;DDX3X;SNRNP70;SNRPD2;SF3A3;DDX5;SRSF2;PAXBP1;DHX8;SF3A2;RBM15;TFIP11;THOC6;PABPC1;NCBP2;WTAP;SNRNP200;SF3B4;SNRNP27;ESS2;CDK12;DHX15;SF3B1;SF1;ISY1;U2AF2;ALYREF;TCERG1;SF3A1;SRSF3;U2AF1;THOC5;RNPS1;CWC15;DNAJC8;SMNDC1;U2SURP;MTREX;SNRPF;EIF4A3;TRA2B;MOV10;DHX38;SNRPG;XAB2;MFAP1;SART1;USP39;PRPF31;SRSF9;ACIN1;RBM17;PRPF4;SPEN;SNRPB2;MAGOH;LUC7L3;SF3B2;CPSF6;SNRPD1;DHX9;PLRG1;PPIE;SRSF11;CDC40;RBM22;RBM25;LSM2;SYF2;CD2BP2;DDX23;DDX17;CFAP20;SLU7;IK;CACTIN;RBM39;BCAS2;DHX16;EFTUD2;PUF60;LSM3;SMU1;PRPF3;DDX41;SF3B3;CDC5L;PPM1G;THOC7;SRSF4;SNRNP40;SRSF1;AQR;PPIL2;PRPF6;VIRMA;TXNL4A;CWC22;FNBP3;CTNNBL1;THOC3;PPIH;TRIR;SRSF7;SNRPB;SNW1;SRSF5;PRPF40A;CIRBP;LSM4;SNU13;THOC1;RBM8A;PRPF8;THOC2;LSM6;PPWD1;NUDT21;SRRM1;ZNF207;PRPF19;PPIL1;SNRPC;SNRPE;BUD13;SRRT;DDX46;PRPF18;BUD31;SNRPD3;SRSF6;DDX39B;PRPF4B;HTATSF1;SRRM2;SF3B6;PPIL3;NCBP1
239	DNA ligase IV-condensin complex	O95347;Q9NTJ3;P49917	SMC2;SMC4;LIG4
240	DNA ligase IV-Xrcc4-DNA-protein kinase complex	Q8BTF7;Q924T3;P97313	Lig4;Xrcc4;Prkdc
241	DNA ligase IV-XRCC4-XLF complex	Q13426;Q9H9Q4;P49917	XRCC4;NHEJ1;LIG4
242	Artemis-DNA-PK complex	P78527;Q96SD1	PRKDC;DCLRE1C
243	DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	P06746;P49916;Q96T60;P18887	POLB;LIG3;PNKP;XRCC1
244	DNA ligase III-XRCC1 complex	P49916;P18887	LIG3;XRCC1
245	RC-1 complex (recombination complex 1)	P97386;O97593;O54956;Q9WVF7;Q8CG48	Lig3;SMC1A;Pole2;Pole;Smc2
246	Rag1-Rag2 protein-DNA complex	P15919;P21784	Rag1;Rag2
247	Rag1-Rag2-Ku70-Ku80 protein-DNA complex	P23475;P21784;P27641;P15919;P63158	Xrcc6;Rag2;Xrcc5;Rag1;Hmgb1
248	ERCC1-ERCC4-MSH2 complex	Q92889;P07992;P43246	ERCC4;ERCC1;MSH2
249	MSH2-MSH6-PMS2-MLH1 complex	P40692;P54278;P52701;P43246	MLH1;PMS2;MSH6;MSH2
250	MSH2-MSH6-PMS1-MLH1 complex	P40692;P52701;P54277;P43246	MLH1;MSH6;PMS1;MSH2
251	Structure-specific endonulease complex	Q9QYM7;P07992	ERCC4;ERCC1
252	F0F1 ATP synthase, mitochondrial	P31399;P10719;P15999;P35435;P35434;P29419;D3ZAF6;P19511;P11608;Q6PDU7;P21571;Q06645;P29418;Q03344;P05504	Atp5pd;Atp5f1b;Atp5f1a;Atp5f1c;Atp5f1d;Atp5me;Atp5mf;Atp5pb;Mt-atp8;Atp5mg;Atp5pf;Atp5mc1;Atp5f1e;Atp5if1;Mt-atp6
253	Vacuolar ATPase	P81103;P40682;P23956;P61420;Q29466;P21282;P11019;P39942;P81134;Q28029;P31404;P31407;P79251	ATP6V0E1;ATP6AP1;ATP6V0C;ATP6V0D1;ATP6V0A1;ATP6V1C1;ATP6V1E1;ATP6V1D;ATP6AP2;ATP6V1F;ATP6V1A;ATP6V1B1;ATP6V1G1
254	MSH2-MSH6 complex	P52701;P43246	MSH6;MSH2
255	MSH2-MSH3 complex	P20585;P43246	MSH3;MSH2
256	PCNA-MutS-alpha-MutL-alpha-DNA complex	P54278;P52701;P43246;P40692;P12004	PMS2;MSH6;MSH2;MLH1;PCNA
257	MutL-alpha complex	P40692;P54278	MLH1;PMS2
258	MutL-beta complex	P40692;P54277	MLH1;PMS1
259	Respiratory chain complex I, mitochondrial	Q9CQZ5;Q91VD9;Q9MD82;Q91YT0;P03911;Q9DCT2;Q91WP8;Q9CPP6;P52503;Q9CQ54;Q9CQ75;Q9D6J6;Q9DC69;Q9MD59;Q9CXZ1;Q91WD5;Q9ERS2;Q9Z1P6;Q9CQC7;Q99LY9;Q3UIU2;Q9DC70;Q9CR21;Q9CR61;O09111;Q9D6J5;Q9DCS9;Q9CQZ6;Q62425;Q9CQH3;P03888;Q9DCJ5;Q9CQ91;Q99LC3;Q7TMF3;Q9CQJ8;Q8K3J1	Ndufa6;Ndufs1;mt-Nd5;Ndufv1;Mtnd4;Ndufs3;Ndufv3;Ndufa5;Ndufs6;Ndufc2;Ndufa2;Ndufv2;Ndufa9;mt-Nd2;Ndufs4;Ndufs2;Ndufa13;Ndufa7;Ndufb4;Ndufs5;Ndufb6;Ndufs7;Ndufab1;Ndufb7;Ndufb11;Ndufb8;Ndufb10;Ndufb3;Ndufa4;Ndufb5;Mtnd1;Ndufa8;Ndufa3;Ndufa10;Ndufa12;Ndufb9;Ndufs8
260	Respiratory chain complex I, mitochondrial	Q9CQZ5;Q91VD9;O35683;Q9MD82;Q91YT0;P03911;Q9DCT2;Q91WP8;Q9CPP6;P52503;Q9CQ54;Q9CQ75;Q9D6J6;Q9DC69;Q9CXZ1;Q91WD5;Q9ERS2;Q9Z1P6;Q9D8B4;Q9CQC7;Q99LY9;Q3UIU2;Q9DC70;Q9CR21;Q9CR61;O09111;Q9D6J5;Q9DCS9;Q9CQZ6;Q9CPU2;Q62425;Q9CQH3;P03899;P03888;Q9DCJ5;Q9CQ91;Q99LC3;Q7TMF3;Q9CQJ8;Q8K3J1	Ndufa6;Ndufs1;Ndufa1;mt-Nd5;Ndufv1;Mtnd4;Ndufs3;Ndufv3;Ndufa5;Ndufs6;Ndufc2;Ndufa2;Ndufv2;Ndufa9;Ndufs4;Ndufs2;Ndufa13;Ndufa7;Ndufa11;Ndufb4;Ndufs5;Ndufb6;Ndufs7;Ndufab1;Ndufb7;Ndufb11;Ndufb8;Ndufb10;Ndufb3;Ndufb2;Ndufa4;Ndufb5;Mtnd3;Mtnd1;Ndufa8;Ndufa3;Ndufa10;Ndufa12;Ndufb9;Ndufs8
261	Caveolar macromolecular signaling complex	P63094;Q01815;P31324;P18762;Q76MZ3;P97490;P51637	Gnas;Cacna1c;Prkar2b;Adrb2;Ppp2r1a;Adcy8;Cav3
262	Ubiquitin E3 ligase (UBADC1, RNF123)	Q5XPI4;Q9BSL1	RNF123;UBAC1
263	MCM complex	P33993;P33991;P33992;P25205;Q14566;P49736	MCM7;MCM4;MCM5;MCM3;MCM6;MCM2
264	ORC complex (origin recognition complex)	Q13416;O43929;Q9UBD5;Q13415;O43913;Q9Y5N6	ORC2;ORC4;ORC3;ORC1;ORC5;ORC6
265	Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	Q13616;P63208;Q9UKT8	CUL1;SKP1;FBXW2
266	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q13619;P62877;Q16531	CUL4A;RBX1;DDB1
267	Succinyl-CoA synthetase, GDP-forming	Q96I99;P53597	SUCLG2;SUCLG1
268	Succinyl-CoA synthetase, ADP-forming	Q9P2R7;P53597	SUCLA2;SUCLG1
269	Succinyl-CoA synthetase, ADP-forming	Q9Z2I9;Q9WUM5	Sucla2;Suclg1
270	Succinyl-CoA synthetase, GDP-forming	Q9Z2I8;Q9WUM5	Suclg2;Suclg1
271	Succinyl-CoA synthetase, ADP-forming	Q499V7;P13086	Suclg2;Suclg1
272	Egasyn-glucuronidase complex	P12265;Q64176	Gusb;Ces1e
